customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST1738,Male,1,Yes,No,39,Yes,No,No,No internet service,No,No,No,Yes,No,One year,No,Bank transfer (automatic),92.39,3599.18,No
CUST1739,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),64.46,1939.07,Yes
CUST1740,Female,0,Yes,Yes,72,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No,No,One year,Yes,Electronic check,93.58,6733.25,No
CUST1741,Female,0,No,Yes,10,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,66.57,656.76,No
CUST1742,Female,0,No,Yes,61,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,One year,No,Electronic check,73.27,4475.21,No
CUST1743,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),32.73,226.54,No
CUST1744,Female,0,Yes,No,50,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),23.64,1188.92,No
CUST1745,Female,0,No,No,56,No,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),94.5,5294.47,No
CUST1746,Female,0,No,No,3,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),109.06,333.8,No
CUST1747,Male,0,No,No,35,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,56.07,1960.08,No
CUST1748,Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Two year,No,Credit card (automatic),104.68,1885.43,No
CUST1749,Male,0,Yes,No,23,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,47.54,1083.67,No
CUST1750,Female,0,No,No,40,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),93.19,3722.74,No
CUST1751,Female,0,Yes,No,48,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Electronic check,78.19,3760.61,No
CUST1752,Female,1,No,Yes,45,Yes,No,No,Yes,No internet service,Yes,Yes,No,No internet service,One year,Yes,Electronic check,23.36,1050.02,No
CUST1753,Male,0,Yes,Yes,35,Yes,No phone service,No,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),44.16,1548.32,No
CUST1754,Male,0,Yes,No,9,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),82.9,741.7,Yes
CUST1755,Female,0,No,No,6,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,One year,Yes,Credit card (automatic),40.78,251.73,No
CUST1756,Male,0,Yes,Yes,11,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),78.99,870.76,No
CUST1757,Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Two year,Yes,Mailed check,90.68,4270.12,No
CUST1758,Male,0,Yes,Yes,36,Yes,No phone service,No,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Mailed check,54.66,1962.63,No
CUST1759,Male,0,No,No,35,Yes,No,No,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.14,3124.45,No
CUST1760,Female,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,84.29,4963.52,No
CUST1761,Male,0,No,Yes,7,Yes,No phone service,DSL,No,Yes,Yes,No,No,No internet service,Two year,No,Electronic check,118.73,833.07,No
CUST1762,Male,0,Yes,Yes,6,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,81.47,484.85,Yes
CUST1763,Male,0,Yes,Yes,42,Yes,No phone service,No,Yes,No internet service,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),47.54,1989.14,No
CUST1764,Male,0,Yes,Yes,57,Yes,Yes,DSL,No internet service,No,Yes,No,No,No,Month-to-month,No,Electronic check,44.72,2551.57,No
CUST1765,Female,0,Yes,No,45,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),85.97,3859.23,Yes
CUST1766,Female,0,No,Yes,33,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,30.35,994.68,Yes
CUST1767,Male,0,Yes,No,71,No,No,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,One year,Yes,Credit card (automatic),42.64,3024.85,No
CUST1768,Male,1,Yes,Yes,21,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,20.9,437.84,No
CUST1769,Male,0,Yes,Yes,20,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),71.14,1430.97,No
CUST1770,Male,0,No,Yes,14,No,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),98.56,1376.54,No
CUST1771,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No internet service,Two year,No,Credit card (automatic),71.07,275.3,No
CUST1772,Male,0,No,Yes,16,Yes,Yes,No,No internet service,Yes,No internet service,No,No,No internet service,Two year,Yes,Electronic check,48.56,786.21,Yes
CUST1773,Female,0,No,No,71,Yes,No,No,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.79,7375.71,No
CUST1774,Male,0,Yes,No,18,No,Yes,DSL,No,No internet service,No,No,Yes,No,One year,No,Bank transfer (automatic),68.47,1227.01,No
CUST1775,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,No,Credit card (automatic),88.97,356.19,No
CUST1776,Female,1,Yes,No,22,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No,No,One year,No,Bank transfer (automatic),118.65,2603.41,No
CUST1777,Male,0,Yes,No,13,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,101.37,1326.92,No
CUST1778,Female,0,No,No,9,No,No phone service,No,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,105.05,945.77,No
CUST1779,Female,0,No,No,30,Yes,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,32.07,961.53,No
CUST1780,Female,0,No,Yes,12,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.06,895.3,No
CUST1781,Female,0,No,No,21,Yes,Yes,No,No internet service,Yes,Yes,No,No internet service,No,One year,No,Bank transfer (automatic),119.7,2506.28,No
CUST1782,Female,0,No,Yes,36,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,52.37,1880.61,Yes
CUST1783,Female,0,No,Yes,38,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),24.18,923.49,Yes
CUST1784,Male,1,No,No,9,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),23.41,212.97,No
CUST1785,Female,0,No,Yes,30,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Two year,No,Electronic check,117.87,3529.28,No
CUST1786,Female,0,No,Yes,42,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,63.42,2657.85,No
CUST1787,Female,1,No,No,35,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),48.49,1704.75,No
CUST1788,Male,0,Yes,Yes,34,Yes,No,No,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),71.39,2433.73,No
CUST1789,Female,0,Yes,No,67,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,Two year,No,Electronic check,81.02,5418.64,No
CUST1790,Male,1,Yes,Yes,54,Yes,No phone service,No,No,No internet service,No,No,No,No internet service,One year,No,Electronic check,108.08,5845.35,No
CUST1791,Female,0,No,No,67,Yes,No phone service,DSL,No,No,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),64.26,4307.05,No
CUST1792,Male,1,Yes,Yes,46,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,105.31,4843.68,No
CUST1793,Male,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,One year,No,Electronic check,46.02,227.21,No
CUST1794,Female,0,No,Yes,27,Yes,Yes,No,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),74.85,2018.47,Yes
CUST1795,Female,1,Yes,No,29,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),98.16,2846.53,Yes
CUST1796,Male,0,No,Yes,26,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,64.27,1665.23,No
CUST1797,Female,0,Yes,Yes,68,Yes,Yes,No,Yes,No,No internet service,No,No,No,One year,No,Credit card (automatic),47.75,3239.63,No
CUST1798,Male,0,No,No,38,No,Yes,No,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.9,3835.42,No
CUST1799,Male,1,No,Yes,34,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),100.73,3423.88,No
CUST1800,Male,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,One year,Yes,Electronic check,48.23,2077.43,No
CUST1801,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,80.49,1126.71,No
CUST1802,Male,0,Yes,Yes,31,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),44.64,1381.69,No
CUST1803,Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),109.63,3066.51,No
CUST1804,Male,0,Yes,Yes,62,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.51,1707.17,Yes
CUST1805,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,Two year,Yes,Mailed check,58.23,286.72,No
CUST1806,Female,0,No,Yes,26,Yes,Yes,No,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,85.01,2216.61,Yes
CUST1807,Male,0,No,Yes,27,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),106.02,2868.41,Yes
CUST1808,Female,0,No,Yes,4,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),99.54,401.04,No
CUST1809,Female,0,No,Yes,40,Yes,No,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,88.41,3534.11,No
CUST1810,Female,0,Yes,No,55,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),112.61,6195.59,No
CUST1811,Male,1,No,No,53,Yes,No phone service,DSL,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),22.43,1191.23,Yes
CUST1812,Male,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),117.95,2008.7,Yes
CUST1813,Male,0,Yes,Yes,42,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,54.58,2289.99,Yes
CUST1814,Female,0,No,No,28,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No,Two year,Yes,Bank transfer (automatic),94.83,2653.59,No
CUST1815,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,47.92,439.49,No
CUST1816,Female,0,Yes,No,5,No,Yes,No,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),61.47,299.56,No
CUST1817,Male,0,Yes,Yes,3,Yes,Yes,No,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Mailed check,107.6,315.43,No
CUST1818,Female,0,No,Yes,33,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),64.82,2148.87,No
CUST1819,Male,1,Yes,No,32,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,108.48,3473.83,Yes
CUST1820,Male,0,No,Yes,3,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,74.9,223.87,Yes
CUST1821,Male,0,No,No,43,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,One year,Yes,Electronic check,46.41,1988.03,No
CUST1822,Female,0,No,No,30,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Two year,No,Bank transfer (automatic),68.63,2061.78,No
CUST1823,Female,1,Yes,No,65,Yes,Yes,No,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),28.87,1882.06,No
CUST1824,Male,0,Yes,No,57,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),67.81,3865.79,Yes
CUST1825,Male,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),98.77,5818.42,Yes
CUST1826,Female,0,No,No,1,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),26.89,27.1,Yes
CUST1827,Female,0,No,Yes,35,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),43.34,1509.95,No
CUST1828,Female,0,Yes,No,69,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),62.24,4293.21,Yes
CUST1829,Male,0,No,No,59,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,One year,Yes,Mailed check,95.78,5646.87,Yes
CUST1830,Female,1,Yes,Yes,22,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,95.11,2085.03,Yes
CUST1831,Male,1,Yes,No,46,Yes,No,No,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),108.73,4992.53,No
CUST1832,Female,0,No,Yes,45,Yes,No,No,No internet service,Yes,No,Yes,No,Yes,One year,No,Electronic check,34.55,1556.73,No
CUST1833,Male,1,No,No,43,Yes,No phone service,No,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),35.57,1530.96,Yes
CUST1834,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),86.9,1557.39,No
CUST1835,Female,0,No,No,48,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,38.01,1832.84,No
CUST1836,Female,0,Yes,Yes,57,Yes,No phone service,No,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),61.38,3506.15,No
CUST1837,Female,0,Yes,Yes,6,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),73.94,439.02,Yes
CUST1838,Female,1,No,No,40,Yes,No,No,No,No,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),45.69,1827.68,No
CUST1839,Male,0,Yes,No,14,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),89.16,1248.37,No
CUST1840,Female,0,No,Yes,52,Yes,Yes,No,No internet service,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),105.8,5495.2,No
CUST1841,Female,0,Yes,Yes,22,Yes,No phone service,DSL,No,No,Yes,No,No,No internet service,One year,No,Credit card (automatic),21.22,464.75,Yes
CUST1842,Female,0,No,Yes,72,Yes,No,DSL,No internet service,Yes,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),48.93,3525.71,No
CUST1843,Male,0,No,No,64,Yes,No,DSL,Yes,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),91.22,5838.09,Yes
CUST1844,Female,0,Yes,Yes,59,No,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),47.56,2803.67,No
CUST1845,Male,0,No,Yes,9,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,72.3,649.48,No
CUST1846,Female,1,No,Yes,57,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),95.65,5454.91,No
CUST1847,Female,0,Yes,Yes,46,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.37,2509.44,Yes
CUST1848,Male,0,No,Yes,14,Yes,No,DSL,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,98.76,1391.0,No
CUST1849,Female,1,Yes,Yes,8,Yes,No,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,101.61,819.77,Yes
CUST1850,Male,0,No,Yes,12,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,One year,No,Electronic check,119.11,1428.3,Yes
CUST1851,Male,0,Yes,No,22,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,63.23,1400.88,No
CUST1852,Female,0,Yes,Yes,32,Yes,Yes,No,Yes,No,No,No internet service,Yes,No internet service,Two year,No,Electronic check,67.58,2155.74,Yes
CUST1853,Male,0,Yes,No,8,Yes,No,DSL,No,No,No internet service,No internet service,No,Yes,One year,No,Electronic check,98.29,785.56,No
CUST1854,Female,0,Yes,No,2,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Mailed check,106.8,214.4,Yes
CUST1855,Female,0,No,Yes,72,Yes,No phone service,DSL,Yes,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,70.52,5086.91,Yes
CUST1856,Male,0,Yes,No,24,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),22.17,531.7,No
CUST1857,Male,0,No,No,70,No,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,65.8,4609.05,Yes
CUST1858,Male,0,Yes,Yes,35,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),42.52,1482.89,No
CUST1859,Male,0,No,No,19,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.67,564.19,No
CUST1860,Female,0,Yes,Yes,53,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,One year,No,Credit card (automatic),53.92,2860.91,No
CUST1861,Female,0,No,Yes,18,No,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No,One year,No,Electronic check,59.19,1059.98,No
CUST1862,Male,0,No,Yes,59,Yes,Yes,No,No,No,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,118.17,6972.47,No
CUST1863,Female,0,Yes,Yes,36,No,Yes,DSL,No internet service,No,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),65.52,2361.88,No
CUST1864,Female,0,Yes,Yes,2,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,116.76,229.06,No
CUST1865,Female,1,Yes,Yes,18,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Two year,No,Electronic check,93.24,1677.63,Yes
CUST1866,Female,0,No,Yes,52,Yes,Yes,DSL,No,No internet service,No,Yes,No,No,One year,No,Electronic check,45.31,2362.41,No
CUST1867,Male,0,No,No,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,90.2,4059.76,No
CUST1868,Male,0,No,Yes,55,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),60.27,3309.16,No
CUST1869,Female,1,No,No,69,Yes,No,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),77.93,5371.45,Yes
CUST1870,Male,0,Yes,Yes,30,Yes,No phone service,DSL,No,No internet service,No,No,No internet service,Yes,Two year,No,Electronic check,71.93,2162.03,No
CUST1871,Male,0,Yes,Yes,52,No,Yes,No,No,No,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),113.18,5881.01,Yes
CUST1872,Male,1,Yes,Yes,33,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,32.97,1078.49,No
CUST1873,Female,0,Yes,No,30,No,No,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.39,1938.75,No
CUST1874,Female,0,No,No,59,Yes,Yes,No,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),28.12,1649.45,No
CUST1875,Female,0,No,No,10,Yes,No phone service,No,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,45.47,455.68,No
CUST1876,Male,0,Yes,No,5,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,27.68,132.86,No
CUST1877,Female,0,No,No,26,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),113.87,2966.16,No
CUST1878,Female,0,Yes,No,6,Yes,No phone service,DSL,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,51.49,301.72,No
CUST1879,Male,0,No,Yes,48,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No,One year,No,Mailed check,98.13,4717.34,Yes
CUST1880,Female,0,No,Yes,71,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),94.85,6735.76,Yes
CUST1881,Female,0,No,No,59,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,No internet service,One year,No,Mailed check,34.04,2001.74,No
CUST1882,Male,0,No,No,32,Yes,No phone service,DSL,Yes,No,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),34.11,1094.49,No
CUST1883,Male,0,No,No,46,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,57.79,2648.93,No
CUST1884,Male,0,No,No,43,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,76.86,3306.99,Yes
CUST1885,Female,0,Yes,No,26,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Two year,No,Mailed check,62.67,1634.32,No
CUST1886,Female,1,No,Yes,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),96.8,2032.4,No
CUST1887,Female,0,Yes,Yes,46,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,73.59,3378.12,No
CUST1888,Male,0,Yes,Yes,47,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Credit card (automatic),108.18,5078.41,No
CUST1889,Male,0,Yes,Yes,29,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),79.24,2290.89,No
CUST1890,Female,0,Yes,Yes,1,Yes,Yes,No,No,No,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),79.24,77.32,Yes
CUST1891,Female,0,Yes,Yes,14,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),85.97,1197.12,Yes
CUST1892,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.3,3689.79,No
CUST1893,Male,0,No,Yes,26,Yes,No,No,No,No,No,No internet service,Yes,No,One year,No,Mailed check,81.21,2104.2,No
CUST1894,Male,0,No,No,70,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Electronic check,64.97,4541.45,Yes
CUST1895,Male,0,No,No,26,Yes,No,DSL,No,Yes,No,No,No,No internet service,Two year,No,Bank transfer (automatic),29.05,763.99,No
CUST1896,Female,0,Yes,Yes,12,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,Yes,Two year,No,Mailed check,56.89,672.97,Yes
CUST1897,Male,1,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),96.83,5229.28,No
CUST1898,Female,0,Yes,Yes,16,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,23.8,379.42,Yes
CUST1899,Female,0,No,No,58,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,89.06,5161.1,No
CUST1900,Female,0,No,No,9,No,No,No,No,No internet service,No,No,Yes,Yes,Two year,No,Electronic check,118.09,1068.77,Yes
CUST1901,Male,0,No,Yes,32,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),63.6,2029.58,No
CUST1902,Male,0,Yes,No,36,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),41.24,1492.48,Yes
CUST1903,Male,0,Yes,Yes,7,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.3,159.75,No
CUST1904,Male,0,Yes,Yes,32,Yes,No phone service,No,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),105.48,3378.64,No
CUST1905,Female,0,No,Yes,6,Yes,Yes,No,No internet service,No,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),34.74,217.69,No
CUST1906,Male,0,Yes,Yes,33,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,One year,Yes,Credit card (automatic),24.31,809.54,No
CUST1907,Male,0,Yes,Yes,70,Yes,No,No,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),68.54,4797.55,No
CUST1908,Female,1,Yes,No,6,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,58.17,350.56,Yes
CUST1909,Male,0,Yes,Yes,40,Yes,No phone service,No,No,No,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),115.98,4644.72,No
